2019-08-01 19:46:35,"b'.@united bumped me from my pre-paid Economy plus seat to give it to a United employee. Had I not noticed, they woul\xe2\x80\xa6 https://t.co/zleGrrm0uE'"
2019-08-01 19:40:23,b'Waiting for my bag so I can get to the #arthousehotel ! #destinationdomination @dancestudioownersassociation\xe2\x80\xa6 https://t.co/5liDd1FCNz'
2019-08-01 19:37:36,b'Hey @AskAmex I hope you are building a Centurion Lounge in Chicago. @united lounges are terrible and don\xe2\x80\x99t let thei\xe2\x80\xa6 https://t.co/7n7gzdFqVr'
2019-08-01 19:35:14,b'@LosLax @united Crowds insane at United gates 74-77. Standing room only and can barely move around. Better A/C need\xe2\x80\xa6 https://t.co/CNheDVYimX'
2019-08-01 19:28:34,b'.@united continues to disappoint! Sitting next to the toilet on my next flight after they changed planes. Now I can\xe2\x80\xa6 https://t.co/yVPMfjLi1T'
2019-08-01 19:21:56,b'RT @UnitedFlyerHD: United B787-9 (N27965) sandwiched by a couple of ERJs at Houston IAH \n#avgeek #boeing #embraer #dreamliner #boeing787 #U\xe2\x80\xa6'
2019-08-01 19:20:40,"b""Rooftop Fire Erupts In United Airlines Maintenance Hangar At SFO - Live and Let's Fly #SFO #UnitedAirlines  https://t.co/jiF1czKo12"""
2019-08-01 19:01:53,b'RT @UnitedFlyerHD: United B787-9 (N27965) sandwiched by a couple of ERJs at Houston IAH \n#avgeek #boeing #embraer #dreamliner #boeing787 #U\xe2\x80\xa6'
2019-08-01 18:45:54,b'@United 18 hours after our United Airlines flight was supposed to depart to LAX we\xe2\x80\x99re still on the ground in Boston.  #unitedairlines'
2019-08-01 17:46:03,b'@united I am a dissatisfied customer.\n#NotHappy with #UnitedAirlines'
2019-08-01 17:44:01,b'#UnitedAirlines keeping your fleet maintained and on schedule is your #BrandPromise. @united'
2019-08-01 17:40:22,b'First class fun. #destinationdomination #firstclass #united #unitedairlines #xdw #xtreme #xtremedanceworks #flying\xe2\x80\xa6 https://t.co/QnM2Uh31VB'
2019-08-01 16:51:32,b'\xe2\x80\x98Flight for the Planet\xe2\x80\x99: The most ECO-FRIENDLY COMMERCIAL AIRCRAFT from United Airlines #unitedairlines\xe2\x80\xa6 https://t.co/e7Pj421Wym'
2019-08-01 16:39:52,"b'RT @Lara___1107: @united no words, empty promises and useless apologies #united717 #united #unitedAIRLINES https://t.co/chKFWD5ePd'"
2019-08-01 16:35:00,"b""Fans are angry over #UnitedAirlines offering #TheBachelorette's Tyler Cameron a free flight. But it made us love th\xe2\x80\xa6 https://t.co/TvAVAHvpos"""
2019-08-01 16:34:06,"b'@united no words, empty promises and useless apologies #united717 #united #unitedAIRLINES https://t.co/chKFWD5ePd'"
2019-08-01 16:27:02,b'#Design #Makeover $500M Willis Tower Makeover https://t.co/kn1WTnbv8L\n\n#WillisTower #Savills #UnitedAirlines\xe2\x80\xa6 https://t.co/VohNpfDfrD'
2019-08-01 16:11:21,b'RT @virtualUA: We sent out an email this morning which includes a summer update! Has anyone checked it out yet? \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb Check your inboxes! \xe2\x9c\x89\n\n#\xe2\x80\xa6'
2019-08-01 15:57:15,b'.@united #flight4602 - passengers need to be comped at this point. Help. #delayed #unitedairlines'
